itemName,itemNumber,itemType,itemBrand,itemCondition,itemSize,itemColor,itemRemarks,itemStatus,itemMfgDate,position,warehouseName,warehouseDescription,positionName,positionCapacity,photos,purchaseDate,purchasePrice,purchasePlatform,purchasePriceCurrency,purchasePriceExchangeRate,launchDate,soldDate,soldPrice,soldPlatform,soldPriceCurrency,soldPriceExchangeRate,itemGrossProfit,itemNetProfit,shipping,transactionStatues,isReturn,storageDuration,domesticShipping,internationalShipping,domesticTrackingNumber,internationalTrackingNumber,listingPlatforms,otherFees
ja1 粉,43,839,全新,配件齐全,,售出,26505,#VALUE!,309.72 ,49.20%,10月7日,2023/11/14,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
dunk sb aqua,43,839,8新,配件齐全,海关,售出,,#VALUE!,626.14 ,0.00%,10月8日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 滑板女郎,42,2300,8新,鞋盒丢失,咸鱼,售出,59334,#VALUE!,496.47 ,27.22%,10月8日,2024/7/13,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,42.5,1300,9新,配件齐全,未知 有可能在家，在途,在途,,#VALUE!,249.32 ,0.00%,10月9日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 汤达人,43,950,9新,配件齐全,,售出,33480,#VALUE!,0.00 ,69.21%,10月9日,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,42,809,全新,配件齐全,,售出,19530,#VALUE!,412.76 ,10.76%,10月9日,2023/11/29,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
dunk sb 滑板女郎,42,2319,9新,鞋盒丢失,95分,未售出,,#VALUE!,-939.00 ,0.00%,10月10日,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,42,799,全新,配件齐全,,售出,23064,#VALUE!,626.03 ,34.70%,10月11日,2023/12/18,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
dunk sb sod,44,1313,95新,鞋盒丢失,海关,售出,70494,#VALUE!,0.00 ,166.20%,10月12日,2024/9/6,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 灯芯绒,43,680,9新,配件齐全,,未售出,,#VALUE!,657.48 ,0.00%,10月12日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 情人节 2013,44,1600,95新,配件齐全,海关,未售出,,#VALUE!,87.03 ,0.00%,10月12日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 情人节 2013,44,3600,全新,配件齐全,,售出,,#VALUE!,0.00 ,0.00%,10月12日,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,42,789,全新,配件齐全,,售出,22320,#VALUE!,277.26 ,31.60%,10月13日,2023/12/16,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
dunk sb 白寡妇,45,972,全新,配件齐全,,售出,30000,#VALUE!,2182.19 ,0.00%,10月15日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 白寡妇,45,1020,全新,配件齐全,,售出,40000,#VALUE!,0.00 ,90.20%,10月16日,,,,,MERUCARI,,,,,,,,,,,,,,,,,,,,,,
nb 992EA 黑武士 ,40.5,1178,95新,配件齐全,,售出,48174,#VALUE!,0.00 ,100.07%,10月16日,2024/4/5,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 滑板女郎,43,3100,95新,配件齐全,咸鱼,售出,82584,#VALUE!,-3700.00 ,32.64%,10月19日,2024/3/29,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,44,819,全新,配件齐全,,售出,26040,#VALUE!,249.32 ,49.94%,10月22日,2024/1/30,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
aj1 新秀,42,749,9新,配件丢失,,售出,30690,#VALUE!,458.00 ,95.62%,10月23日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 辛普森（红）,43,722,9新,配件齐全,,未售出,,#VALUE!,920.00 ,0.00%,10月23日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 芝加哥,42,2512,全新,配件齐全,,未售出,,#VALUE!,1178.87 ,0.00%,10月23日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb huf 旧金山,43,1063,95新,配件丢失,,售出,32550,#VALUE!,1011.78 ,46.76%,10月26日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 高邦钻石,42.5,898,8新,配件丢失,海关 ,售出,33480,#VALUE!,409.04 ,0.00%,10月26日,2024/12/25,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,41,729,全新,配件齐全,,售出,24645,#VALUE!,716.19 ,58.70%,10月26日,2023/12/6,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人 2.0,42.5,950,9新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,10月30日,,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,42,700,8新,配件丢失,,未售出,,#VALUE!,0.00 ,0.00%,10月31日,,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,44,1012,9新,配件齐全,,售出,33480,#VALUE!,497.05 ,58.84%,11月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,43,839,全新,配件齐全,,售出,30690,#VALUE!,709.48 ,74.64%,11月2日,2024/2/1,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,42.5,749,全新,配件齐全,,售出,21855,#VALUE!,427.90 ,35.46%,11月2日,2023/11/14,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
kobe1 大师之路,41,1240,9新,配件齐全,,售出,42240,#VALUE!,0.00 ,65.66%,11月2日,2024/6/5,,,闲鱼,,,,,,,,,,,,,,,,,,,,,,,
ts af1,41,960,95新,配件齐全,,售出,33480,#VALUE!,0.00 ,67.45%,11月2日,2024/1/28,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 熊猫鸽子,43,1500,9新,鞋盒丢失,95,未售出,,#VALUE!,595.48 ,0.00%,11月3日,,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,42.5,1313,9新,配件鞋盒丢失,,未售出,34224,#VALUE!,626.19 ,0.00%,11月7日,,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,43,3300,未使用近全新,配件齐全,95,未售出,,#VALUE!,265.61 ,0.00%,11月7日,,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 黑紫脚趾,46,1700,全新,配件齐全,,售出,55800,#VALUE!,814.24 ,61.52%,11月8日,2024/5/8,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 阴阳,42,551,9新,配件鞋盒丢失,咸鱼,未售出,,#VALUE!,647.48 ,0.00%,11月8日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb ftc,42.5,3000,全新,配件齐全,95,售出,93000,#VALUE!,0.00 ,54.77%,11月8日,2024/7/28,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,42,3200,未使用近全新,配件齐全,95,售出,110600,#VALUE!,0.00 ,73.14%,11月9日,,,,,,,,,,,,,,,,,,,,,,,,,,,
nb 992EA 黑武士 ,40,1700,全新,配件齐全,dw,售出,69500,#VALUE!,0.00 ,102.62%,11月10日,2024/6/10,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,42.5,1088,8新,配件丢失,95白色鞋带丢失,未售出,,#VALUE!,1045.80 ,0.00%,11月12日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 木乃伊,42.5,2000,全新,配件丢失,95鞋带丢失,未售出,,#VALUE!,0.00 ,0.00%,11月24日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 白寡妇,44,1460,全新,配件齐全,咸鱼,售出,,#VALUE!,1643.00 ,0.00%,12月7日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 春丽,42.5,2000,9新,鞋盒丢失,咸鱼,售出,,#VALUE!,2340.60 ,0.00%,12月7日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 高邦钻石,44,1100,9新,配件齐全,咸鱼 鞋带未知,未售出,,#VALUE!,1744.50 ,0.00%,12月7日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk kasina 浅蓝,41,1880,95新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,12月8日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb sod,45.5,2000,9新,配件鞋盒丢失,95,未售出,,#VALUE!,0.00 ,0.00%,12月8日,,,,,,,,,,,,,,,,,,,,,,,,,,,
nb 992EA 黑武士 ,42,1700,全新,配件齐全,咸鱼,售出,80910,#VALUE!,-1560.00 ,136.85%,12月8日,2024/1/15,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 北卡蓝,43,1220,9新,配件齐全,咸鱼,售出,55800,#VALUE!,-2100.00 ,125.07%,12月10日,2024/3/21,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 熊猫鸽子,44,2050,9新,配件齐全,咸鱼,售出,72540,#VALUE!,0.00 ,75.59%,12月10日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 白寡妇,43,1300,全新,配件齐全,咸鱼,售出,,#VALUE!,0.00 ,0.00%,12月11日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 黑外星人 2.0,44.5,1800,全新,配件齐全,咸鱼,未售出,,#VALUE!,0.00 ,0.00%,12月11日,,,,,,,,,,,,,,,,,,,,,,,,,,,
nb 992EB 黑,44,900,9新,配件齐全,咸鱼验证,售出,34224,#VALUE!,2326.41 ,82.82%,12月11日,,,,,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,44.5,3200,未使用近全新,配件齐全,44.,未售出,,#VALUE!,1525.80 ,0.00%,12月19日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb huf 旧金山,44.5,1000,9新,配件丢失,95 纸袋没了,售出,28990,#VALUE!,1549.54 ,0.00%,12月19日,2025/1/7,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 高邦钻石,44,2800,全新,配件齐全,wx,售出,102300,#VALUE!,-1400.00 ,82.76%,12月19日,2024/1/24,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 滑板女郎,42,5200,全新,配件齐全,wx盒子损坏,未售出,,#VALUE!,0.00 ,0.00%,12月19日,,,,微信,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 滑板女郎,42,5600,全新,配件齐全,wx,未售出,,#VALUE!,745.42 ,0.00%,12月19日,,,,微信,,,,,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,42,3585,全新,配件齐全,95 ,售出,93000,#VALUE!,0.00 ,29.51%,12月26日,2024/3/25,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 情人节 2013,44.5,1983,未使用近全新,配件齐全,95 瑕疵氧化,未售出,,#VALUE!,378.49 ,0.00%,12月26日,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 芝加哥,44.5,2979,全新,配件齐全,dw,售出,44640,#VALUE!,2317.30 ,-26.93%,12月26日,2024/4/6,,,,,,,,,,,,,,,,,,,,,,,,,,
dunk sb 芝加哥,44.5,2769,未使用近全新,配件齐全,现在寄存在平台 有氧化问题,售出,28574,#VALUE!,0.00 ,-50.98%,12月26日,2024/7/30,,,,,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,42.5,749,全新,配件齐全,,售出,32550,#VALUE!,0.00 ,0.00%,,2024/1/28,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
ja1 粉,42.5,749,全新,配件齐全,,售出,30680,#VALUE!,0.00 ,0.00%,,2024/1/19,,,,SNKRDUNK,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名称,货号,尺码,购入价,成色,配件,备注,状态,售出价格（日元）,售出价格（人民币）,利润,利润率,购入时间,售出日,上架日期,出售时长,购入平台,售出平台,商品ID,寄送方式,是否退货,退货原因,,,,,,,,,,,,,,,,,
aj1 low小dior,,36,560,全新,配件齐全,栋哥,售出,13894,#VALUE!,281.90 ,50.34%,2024/1/8,2024/1/22,,14.00 ,其他,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low小dior,,36,560,全新,配件齐全,栋哥,售出,14000,#VALUE!,284.20 ,50.75%,2024/1/8,2024/1/23,,15.00 ,其他,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low小dior,,36,560,全新,配件齐全,栋哥,售出,15457,#VALUE!,287.00 ,51.25%,2024/1/8,2024/1/26,,18.00 ,其他,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 芝加哥,,46,2899,全新,配件齐全,dw,售出,48825,#VALUE!,291.65 ,10.06%,2024/1/9,2024/4/15,,97.00 ,得物,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,43,2613,未使用近全新,配件齐全,盒子有烧（在库,售出,96720,#VALUE!,380.00 ,14.54%,2024/1/10,2024/10/17,,281.00 ,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 薄荷糖,,42,1969,全新,配件齐全,修复痕迹 dw,未售出,,#VALUE!,0.00 ,0.00%,2024/1/13,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002 steel,,40.5,599,全新,配件齐全,dw,售出,18576,#VALUE!,642.50 ,107.26%,2024/1/13,2024/4/21,,99.00 ,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 golf 芝加哥,,46,588,9新,鞋盒丢失,,未售出,,#VALUE!,584.70 ,99.44%,2024/1/15,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 薄荷糖,,42,713,9新,配件齐全,,未售出,,#VALUE!,1061.70 ,148.91%,2024/1/15,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,42.5,1013,9新,配件齐全,补色,未售出,,#VALUE!,0.00 ,0.00%,2024/1/15,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑紫脚趾,,42,1033,95新,配件丢失,,在途,,#VALUE!,1038.00 ,100.48%,2024/1/15,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 新秀,,41,713,9新,配件丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/1/15,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 golf 芝加哥,,44.5,899,95新,配件齐全,,售出,29760,#VALUE!,-736.00 ,-81.87%,2024/1/15,,,,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 薄荷糖,,42,2089,全新,配件齐全,dw,售出,50350,#VALUE!,0.00 ,0.00%,2024/1/15,,,,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑紫脚趾,,44,664,9新,配件鞋盒丢失,95,未售出,,#VALUE!,278.85 ,42.00%,2024/1/16,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白钻石,,42.5,1360,9新,配件齐全,咸鱼,售出,40920,#VALUE!,293.05 ,21.55%,2024/1/16,2024/6/19,,155.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,1694,95新,配件鞋盒丢失,,售出,61149,#VALUE!,328.85 ,19.41%,2024/1/16,2024/4/24,,99.00 ,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 薄荷糖,,42,2089,全新,配件齐全,dw,售出,50350,#VALUE!,333.50 ,15.96%,2024/1/17,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,42.5,1200,9新,配件齐全,95 鞋带无,售出,32680,#VALUE!,333.50 ,27.79%,2024/1/18,2024/5/24,,127.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 北卡蓝,,43,1100,9新,配件齐全,咸鱼,售出,34410,#VALUE!,0.00 ,0.00%,2024/1/18,,,,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,44,1079,9新,配件齐全,95,售出,52080,#VALUE!,0.00 ,0.00%,2024/1/18,2024/3/27,,69.00 ,95分,MERUCARI,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,44,1188,全新,配件齐全,95,在途,,#VALUE!,395.50 ,33.29%,2024/1/19,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑紫脚趾,,44,764,8新,配件丢失,95鞋带,在途,,#VALUE!,715.95 ,93.71%,2024/1/19,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 白紫,,43,1244,全新,配件齐全,95,售出,32250,#VALUE!,611.20 ,49.13%,2024/1/19,2024/2/21,,33.00 ,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,42,1130,9新,配件齐全,95,在途,,#VALUE!,731.20 ,64.71%,2024/1/20,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,43,843,9新,配件鞋盒丢失,95,售出,26040,#VALUE!,2184.00 ,259.07%,2024/1/20,2024/10/19,,273.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,42.5,3313,未使用近全新,配件齐全,95,售出,92814,#VALUE!,0.00 ,0.00%,2024/1/20,2024/10/1,,255.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb ftc,,41,2650,全新,配件齐全,95,售出,111600,#VALUE!,127.50 ,4.81%,2024/1/20,2024/8/3,,196.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑曜石,,43,800,9新,配件丢失,95,在途,,#VALUE!,1300.70 ,162.59%,2024/1/21,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,44,1302,9新,配件齐全,95,未售出,,#VALUE!,0.00 ,0.00%,2024/1/21,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 黑生胶,,39,820,全新,配件丢失,咸鱼,未售出,,#VALUE!,147.50 ,17.99%,2024/1/21,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 烟雾,,41,4020,未使用近全新,配件齐全,咸鱼,未售出,,#VALUE!,203.30 ,5.06%,2024/1/21,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
nb 992ea,,44,1000,9新,配件齐全,咸鱼,未售出,,#VALUE!,240.05 ,24.01%,2024/1/21,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,3499,未使用近全新,配件齐全,95,售出,100400,#VALUE!,0.00 ,0.00%,2024/1/21,2024/3/10,,49.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,3300,未使用近全新,配件齐全,95,售出,113460,#VALUE!,0.00 ,0.00%,2024/1/21,2024/3/18,,57.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 13,,42,2666,全新,配件齐全,95,售出,115209,#VALUE!,0.00 ,0.00%,2024/1/21,2024/3/29,,68.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 13,,41,2392,全新,配件齐全,95 小磨损,售出,64170,#VALUE!,964.50 ,40.32%,2024/1/23,2024/3/23,,60.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,42.5,2878,未使用近全新,配件齐全,咸鱼,未上架,,#VALUE!,0.00 ,0.00%,2024/1/25,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,43,800,9新,配件齐全,咸鱼,售出,34875,#VALUE!,0.00 ,0.00%,2024/1/25,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,43,1550,9新,配件鞋盒丢失,咸鱼,售出,54400,#VALUE!,0.00 ,0.00%,2024/1/25,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,43,800,9新,配件鞋盒丢失,咸鱼,未上架,,#VALUE!,1370.50 ,171.31%,2024/1/26,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 灯芯绒,,40.5,854,9新,配件齐全,95分,未售出,,#VALUE!,508.00 ,59.48%,2024/1/26,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 熊猫鸽子,,43,1870,9新,配件齐全,95,未售出,,#VALUE!,589.50 ,31.52%,2024/1/26,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 新秀,,42,664,8新,配件鞋盒丢失,95,售出,25000,#VALUE!,0.00 ,0.00%,2024/1/26,2024/5/31,,126.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑脚趾 13,,42.5,985,8新,配件鞋盒丢失,95,售出,41850,#VALUE!,767.50 ,77.92%,2024/1/26,2024/3/23,,57.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,44,1300,9新,配件鞋盒丢失,咸鱼（在库,未售出,,#VALUE!,946.00 ,72.77%,2024/1/27,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,43,1800,9新,配件鞋盒丢失,咸鱼,售出,59334,#VALUE!,5680.00 ,315.56%,2024/1/27,2024/4/24,,88.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,44,1700,9新,配件鞋盒丢失,咸鱼,售出,64114,#VALUE!,0.00 ,0.00%,2024/1/27,2024/5/4,,98.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj3 tinker 白钩,,42.5,3266,全新,配件齐全,咸鱼,未售出,,#VALUE!,0.00 ,0.00%,2024/1/28,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj3 真蓝,,42.5,866,95新,配件齐全,咸鱼,未售出,,#VALUE!,2464.00 ,284.53%,2024/1/28,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
nike adapt 1.0,,42.5,1166,全新,配件齐全,咸鱼,未上架,,#VALUE!,387.25 ,33.21%,2024/1/28,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,42.5,2620,未使用近全新,配件齐全,咸鱼,售出,92814,#VALUE!,0.00 ,0.00%,2024/1/28,2024/7/14,,168.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 倒钩高帮,,46,4288,95新,其他,咸鱼,售出,102300,#VALUE!,0.00 ,0.00%,2024/1/28,2024/3/6,,38.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 藤原浩 大闪电,,42.5,6988,95新,配件齐全,咸鱼,售出,236000,#VALUE!,219.70 ,3.14%,2024/1/28,2024/2/21,,24.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人,,42.5,2562,全新,配件齐全,95,未售出,,#VALUE!,222.70 ,8.69%,2024/1/29,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,42.5,2620,全新,配件齐全,咸鱼小约翰（在库,未售出,,#VALUE!,246.70 ,9.42%,2024/1/29,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,44,1400,8新,配件鞋盒丢失,95（在库,未售出,,#VALUE!,220.50 ,15.75%,2024/1/29,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,43,1013,9新,配件丢失,95,售出,34875,#VALUE!,1248.00 ,123.20%,2024/1/29,2024/4/28,,90.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
supreme 羊夹克,,s,1622,未使用近全新,配件齐全,咸鱼,未售出,,#VALUE!,2433.00 ,150.00%,2024/1/30,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,1185,9新,配件齐全,95,售出,65100,#VALUE!,0.00 ,0.00%,2024/1/30,2024/3/18,,48.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,42.5,814,8新,配件鞋盒丢失,95,售出,27714,#VALUE!,0.00 ,0.00%,2024/1/31,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb kasina,,42,1488,9新,配件齐全,咸鱼,售出,35270,#VALUE!,0.00 ,0.00%,2024/1/31,2025/1/17,,352.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,44.5,2464,8新,配件鞋盒丢失,95,售出,82584,#VALUE!,745.00 ,30.24%,2024/1/31,2024/3/23,,52.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
supreme 绿色帽衫,,L,822,95新,配件齐全,闲鱼,未售出,,#VALUE!,0.00 ,0.00%,2024/2/2,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 遛狗 特殊盒,,44,2400,全新,配件齐全,特殊盒，95,未上架,,#VALUE!,0.00 ,0.00%,2024/2/7,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 turbo green,,42.5,880,9新,配件齐全,95,售出,31430,#VALUE!,2179.70 ,247.69%,2024/2/17,2024/5/7,,80.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 灯芯绒,,43,700,9新,配件齐全,95分,在途,,#VALUE!,0.00 ,0.00%,2024/2/23,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 turbo green,,42.5,824,9新,配件齐全,95,未售出,,#VALUE!,932.50 ,113.17%,2024/3/5,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 turbo green,,44.5,700,95新,配件鞋盒丢失,95,售出,25110,#VALUE!,0.00 ,0.00%,2024/3/5,2024/7/25,,142.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,44,2200,9新,配件齐全,95,未售出,,#VALUE!,1675.00 ,76.14%,2024/3/6,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人 2.0,,44,1880,全新,配件齐全,闲鱼,未售出,,#VALUE!,0.00 ,0.00%,2024/3/6,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 紫鸽子,,43,3680,99新,鞋盒丢失,闲鱼,未售出,,#VALUE!,0.00 ,0.00%,2024/3/6,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 春丽,,43,4040,全新,配件齐全,闲鱼,售出,138384,#VALUE!,693.20 ,17.16%,2024/3/6,2024/12/23,,292.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 sb 海军蓝 low,,45,580,8新,配件鞋盒丢失,95,未售出,,#VALUE!,0.00 ,0.00%,2024/3/7,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人 2.0,,40,810,8新,配件丢失,95,在途,,#VALUE!,0.00 ,0.00%,2024/3/7,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人 2.0,,44,611,9新,配件丢失,95,未售出,,#VALUE!,0.00 ,0.00%,2024/3/7,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
nb 992 stone island,,39,2002,全新,配件齐全,95,未售出,,#VALUE!,1774.50 ,88.64%,2024/3/7,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人 2.0,,42,590,8新,配件丢失,95,售出,27714,#VALUE!,1605.50 ,272.12%,2024/3/7,2024/4/6,,30.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
