itemName,itemNumber,itemType,itemBrand,itemCondition,itemSize,itemColor,itemRemarks,itemStatus,itemMfgDate,position,warehouseName,warehouseDescription,positionName,positionCapacity,photos,purchaseDate,purchasePrice,purchasePlatform,purchasePriceCurrency,purchasePriceExchangeRate,launchDate,soldDate,soldPrice,soldPlatform,soldPriceCurrency,soldPriceExchangeRate,itemGrossProfit,itemNetProfit,shipping,transactionStatues,isReturn,storageDuration,domesticShipping,internationalShipping,domesticTrackingNumber,internationalTrackingNumber,listingPlatforms,otherFees
aj1 golf 芝加哥,,42.5,663,95新,配件丢失,95,售出,27900,#VALUE!,0.00 ,0.00%,2024/3/7,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 sb 海军蓝 low,,40.5,950,9新,配件齐全,95,售出,37000,#VALUE!,0.00 ,0.00%,2024/3/7,2024/4/7,,31.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 992eb ,,41,1169,9新,配件齐全,95,售出,41664,#VALUE!,1357.50 ,116.12%,2024/3/7,2024/4/16,,40.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 潜鸟,,42.5,1460,95新,配件鞋盒丢失,闲鱼,售出,53940,#VALUE!,0.00 ,0.00%,2024/3/7,2024/5/1,,55.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 喜力,,42,4360,9新,配件鞋盒丢失,闲鱼,售出,158100,#VALUE!,0.00 ,0.00%,2024/3/7,2024/5/7,,61.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 大闪电,,43,13523,未使用近全新,配件齐全,95,售出,334000,#VALUE!,0.00 ,0.00%,2024/3/7,2024/6/26,,111.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,42,2415,9新,配件丢失,95,未上架,,#VALUE!,759.50 ,31.45%,2024/3/8,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,42.5,1215,8新,配件齐全,95,售出,39060,#VALUE!,0.00 ,0.00%,2024/3/8,2024/3/21,,13.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 星巴克,,40.5,612,战斗成色,配件丢失,95,售出,26500,#VALUE!,0.00 ,0.00%,2024/3/9,2024/5/7,,59.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红禁穿 2011,,44,3074,8新,配件鞋盒丢失,95,未上架,,#VALUE!,0.00 ,0.00%,2024/3/10,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,41,2100,9新,配件齐全,闲鱼,未上架,,#VALUE!,0.00 ,0.00%,2024/3/10,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 飞猪 特殊盒,,42.5,2700,未使用近全新,配件齐全,闲鱼 特殊盒,未上架,,#VALUE!,347.70 ,12.88%,2024/3/10,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 汤达人,,44.5,835,9新,配件齐全,95,未售出,,#VALUE!,0.00 ,0.00%,2024/3/10,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,43,2512,9新,配件齐全,闲鱼,售出,93000,#VALUE!,0.00 ,0.00%,2024/3/10,,,,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 992eb ,,40.5,850,9新,配件齐全,95,未上架,,#VALUE!,0.00 ,0.00%,2024/3/11,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 sb 海军蓝 low,,43,750,9新,鞋盒丢失,95,售出,37014,#VALUE!,2985.00 ,398.00%,2024/3/11,2024/11/6,,240.00 ,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb aqua,,40,900,95新,配件齐全,95,未上架,,#VALUE!,5160.00 ,573.33%,2024/3/12,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 道奇,,43,491,战斗成色,配件鞋盒丢失,95,售出,26784,#VALUE!,0.00 ,0.00%,2024/3/12,2024/7/17,,127.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,42,600,8新,配件鞋盒丢失,95,售出,26914,#VALUE!,0.00 ,0.00%,2024/3/13,2024/9/10,,181.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 蜘蛛侠 1.0,,44,1614,9新,配件鞋盒丢失,95,售出,52824,#VALUE!,0.00 ,0.00%,2024/3/13,2024/8/21,,161.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 遛狗 特殊盒,,42.5,1721,全新,配件齐全,95,售出,85560,#VALUE!,0.00 ,0.00%,2024/3/13,2024/12/5,,267.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 汤达人,,42,765,9新,配件齐全,95,未售出,,#VALUE!,1142.50 ,149.35%,2024/3/14,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,1100,95新,配件齐全,95,售出,46560,#VALUE!,0.00 ,0.00%,2024/3/14,2024/6/15,,93.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 汤达人,,42.5,580,8新,配件鞋盒丢失,95,在途,,#VALUE!,0.00 ,0.00%,2024/3/17,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 golf 芝加哥,,42.5,661,9新,配件齐全,95,售出,30690,#VALUE!,0.00 ,0.00%,2024/3/17,2024/4/24,,38.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,42.5,1488,95新,配件齐全,闲鱼（在库,售出,50034,#VALUE!,0.00 ,0.00%,2024/3/17,2024/10/7,,204.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 草莓熊,,42,780,9新,配件鞋盒丢失,95,售出,24180,#VALUE!,1761.00 ,225.77%,2024/3/18,2024/12/15,,272.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,40.5,1350,9新,配件齐全,支付宝转账 青云,未售出,,#VALUE!,0.00 ,0.00%,2024/3/19,,,,微信,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,41,1350,9新,配件齐全,支付宝转账 青云,未售出,,#VALUE!,0.00 ,0.00%,2024/3/19,,,,微信,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,42.5,2765,未使用近全新,鞋盒丢失,95,售出,102300,#VALUE!,747.00 ,27.02%,2024/3/19,2024/5/7,,49.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,45.5,2386,全新,鞋盒丢失,95,未上架,,#VALUE!,810.00 ,33.95%,2024/3/20,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,43,1216,8新,配件鞋盒丢失,95,售出,40920,#VALUE!,0.00 ,0.00%,2024/3/21,2024/6/19,,90.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,46,3500,9新,配件齐全,闲鱼 带黑牌,售出,111600,#VALUE!,996.20 ,28.46%,2024/3/23,2024/5/3,,41.00 ,,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,3166,全新,配件齐全,95,未售出,,#VALUE!,940.00 ,29.69%,2024/3/24,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb mid 寡妇,,40.5,210,战斗成色,配件鞋盒丢失,95,未售出,,#VALUE!,425.70 ,202.71%,2024/3/24,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 爱尔兰,,42,1400,9新,配件鞋盒丢失,95,未售出,,#VALUE!,0.00 ,0.00%,2024/3/25,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,42.5,2515,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/3,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 道奇,,41,550,8新,配件鞋盒丢失,,未上架,,#VALUE!,0.00 ,0.00%,2024/4/3,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,40,578,全新,配件齐全,,售出,13113,#VALUE!,401.85 ,69.52%,2024/4/3,2024/6/4,,62.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,43,568,全新,配件齐全,,售出,14111,#VALUE!,1707.00 ,300.53%,2024/4/3,2024/5/6,,33.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,43,568,全新,配件齐全,,售出,14880,#VALUE!,0.00 ,0.00%,2024/4/3,2024/4/26,,23.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,42.5,564,全新,配件齐全,闲鱼,售出,14973,#VALUE!,1183.00 ,209.75%,2024/4/3,2024/5/4,,31.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,43,568,全新,配件齐全,,售出,15411,#VALUE!,0.00 ,0.00%,2024/4/3,2024/5/6,,33.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,43,568,全新,配件齐全,,售出,15751,#VALUE!,0.00 ,0.00%,2024/4/3,2024/5/2,,29.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,40,578,全新,配件齐全,,售出,15880,#VALUE!,421.50 ,72.92%,2024/4/3,2024/4/24,,21.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,43,564,全新,配件齐全,闲鱼,售出,18265,#VALUE!,0.00 ,0.00%,2024/4/3,2024/4/29,,26.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 芝加哥,,42.5,1500,全新,配件齐全,鞋盒破损,售出,29800,#VALUE!,0.00 ,0.00%,2024/4/3,2024/7/14,,102.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 芝加哥,,44,1659,全新,配件齐全,,售出,33276,#VALUE!,0.00 ,0.00%,2024/4/3,,,,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 钻石低帮,,40,2800,8新,配件鞋盒丢失,闲鱼,售出,91270,#VALUE!,0.00 ,0.00%,2024/4/3,2024/7/5,,93.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑脚趾 13,,42,1124,95新,配件鞋盒丢失,,未售出,,#VALUE!,993.50 ,88.39%,2024/4/4,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,44.5,1416,战斗成色,配件齐全,,在途,,#VALUE!,1213.50 ,85.70%,2024/4/4,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 白外星人 2.0,,42.5,419,战斗成色,配件齐全,鞋盒破损,未上架,,#VALUE!,0.00 ,0.00%,2024/4/4,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 薄荷,,42.5,600,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/4,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,44.5,1416,9新,配件鞋盒丢失,一边鞋带,售出,53010,#VALUE!,0.00 ,0.00%,2024/4/4,2024/7/13,,100.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,44.5,1700,全新,配件鞋盒丢失,（在库,未售出,,#VALUE!,0.00 ,0.00%,2024/4/5,,,,闲鱼,,B2405,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb low lance moutain,,44.5,1215,全新,配件齐全,闲鱼,售出,40000,#VALUE!,529.50 ,43.58%,2024/4/5,2024/7/19,,105.00 ,闲鱼,MERUCARI,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb elephant,,42.5,980,9新,配件齐全,,售出,34000,#VALUE!,0.00 ,0.00%,2024/4/8,2024/4/21,,13.00 ,95分,MERUCARI,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 小闪电,,43,785,战斗成色,配件齐全,,售出,30225,#VALUE!,0.00 ,0.00%,2024/4/9,2024/6/4,,56.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
af1 权志龙 白,,42.5,1116,战斗成色,配件齐全,,售出,38130,#VALUE!,548.50 ,49.15%,2024/4/9,2024/5/20,,41.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
af1 ts,,41,1114,95新,配件齐全,,售出,33424,#VALUE!,0.00 ,0.00%,2024/4/10,2024/7/2,,83.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 小闪电,,43,660,战斗成色,配件齐全,,售出,35154,#VALUE!,688.50 ,104.32%,2024/4/10,2024/8/21,,133.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 橙盒,,44.5,2014,战斗成色,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/11,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 橙盒,,46,1200,9新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/11,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 迷失,,38.5,400,未使用近全新,配件鞋盒丢失,闲鱼,未售出,,#VALUE!,0.00 ,0.00%,2024/4/11,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb supreme rammellzee,,43,1614,战斗成色,配件鞋盒丢失,,售出,39934,#VALUE!,1445.00 ,89.53%,2024/4/11,2024/6/6,,56.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 ow UNC,,44,8214,全新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/12,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb carpet,,41,515,战斗成色,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/12,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 汤达人,,45,1440,战斗成色,配件齐全,,售出,45380,#VALUE!,872.70 ,60.60%,2024/4/12,2024/5/2,,20.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑红脚趾,,44,824,战斗成色,配件齐全,,未售出,,#VALUE!,887.00 ,107.65%,2024/4/13,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 芝加哥 15,,41,1250,战斗成色,配件齐全,,售出,35900,#VALUE!,0.00 ,0.00%,2024/4/13,2025/2/6,,299.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 青苹果,,45.5,739,战斗成色,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/14,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑白熊猫 14,,45,1000,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/16,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑脚趾 13,,45,700,9新,配件鞋盒丢失,,未售出,,#VALUE!,727.50 ,103.93%,2024/4/16,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 扣碎 1.0,,45,1600,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/16,,,,闲鱼,,A1224B,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,45,2200,9新,配件鞋盒丢失,,未上架,,#VALUE!,0.00 ,0.00%,2024/4/16,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
af1 权志龙 黑,,44,1480,95新,配件齐全,,售出,35154,#VALUE!,0.00 ,0.00%,2024/4/16,2024/6/8,,53.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
af1 权志龙 黑,,42.5,1150,9新,配件齐全,,售出,39060,#VALUE!,0.00 ,0.00%,2024/4/16,2024/6/19,,64.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,45,800,9新,配件鞋盒丢失,（在库,售出,39990,#VALUE!,917.00 ,114.63%,2024/4/16,2025/1/5,,264.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,41,900,战斗成色,配件齐全,（在库,售出,30690,#VALUE!,0.00 ,0.00%,2024/4/17,2024/10/9,,175.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 遛狗,,42,560,8新,配件齐全,,售出,27900,#VALUE!,-470.00 ,-83.93%,2024/4/21,2024/6/6,,46.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,42,1600,95新,配件齐全,（在库,售出,60580,#VALUE!,0.00 ,0.00%,2024/4/21,2024/11/1,,194.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb jedi,,41,1540,8新,配件齐全,,未上架,,#VALUE!,0.00 ,0.00%,2024/4/22,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb DJ12,,44,300,8新,配件齐全,,售出,19150,#VALUE!,1120.00 ,373.33%,2024/4/22,2024/7/19,,88.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 食神,,42.5,1113,95新,配件齐全,,售出,32000,#VALUE!,2547.00 ,228.84%,2024/4/22,2024/6/14,,53.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 low 单宁水洗,,44,478,全新,配件齐全,,售出,13671,#VALUE!,206.50 ,43.20%,2024/4/23,2024/7/14,,82.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
af1 lo mio,,43,550,9新,配件鞋盒丢失,,未售出,,#VALUE!,711.50 ,129.36%,2024/4/24,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
af1 lo mio,,43,400,8新,配件鞋盒丢失,,未售出,,#VALUE!,4900.00 ,1225.00%,2024/4/24,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 扣碎 1.0,,45,1214,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/4/24,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 小闪电,,43,914,95新,配件鞋盒丢失,,售出,30951,#VALUE!,0.00 ,0.00%,2024/4/24,2024/10/7,,166.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 992eb ,,44,1014,95新,配件齐全,,售出,37200,#VALUE!,0.00 ,0.00%,2024/4/24,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 飞猪 特殊盒,,43,1820,95新,配件齐全,,未上架,,#VALUE!,585.70 ,32.18%,2024/5/2,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk off white no.41,,43,1140,95新,配件齐全,,售出,35154,#VALUE!,475.00 ,41.67%,2024/5/2,2024/12/25,,237.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
af1 offwhite （the ten）,,43,1060,战斗成色,配件鞋盒丢失,,售出,27900,#VALUE!,0.00 ,0.00%,2024/5/5,2024/12/9,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,779,8新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/5/8,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 芝加哥 15,,46,2500,95新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/5/8,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb elephant,,40.5,697,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/5/8,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb huf 旧金山,,45,654,9新,配件鞋盒丢失,,未售出,,#VALUE!,103.25 ,15.79%,2024/5/8,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁穿 16,,43,1014,9新,配件鞋盒丢失,,售出,31620,#VALUE!,0.00 ,0.00%,2024/5/9,2024/10/10,,154.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 异形2,,42,1300,9新,配件齐全,,售出,45570,#VALUE!,0.00 ,0.00%,2024/5/13,2024/7/12,,60.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 大闪电,,46,7234,9新,配件鞋盒丢失,,售出,167400,#VALUE!,0.00 ,0.00%,2024/5/24,2024/7/14,,51.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 北卡蓝,,42,780,9新,配件鞋盒丢失,,售出,39800,#VALUE!,0.00 ,0.00%,2024/5/28,2024/8/4,,68.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb huf 旧金山,,41,609,95新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/5/31,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 禁止转卖,,44,1360,95新,配件鞋盒丢失,,在途,,#VALUE!,0.00 ,0.00%,2024/6/5,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 李维斯,,41,903,95新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/6/16,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 李维斯,,42.5,2840,全新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/6/16,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 万圣节,,41,360,战斗成色,配件齐全,,售出,18600,#VALUE!,0.00 ,0.00%,2024/6/16,2024/10/17,,123.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 李维斯,,43,1300,9新,配件鞋盒丢失,,售出,46500,#VALUE!,0.00 ,0.00%,2024/6/16,2024/7/25,,39.00 ,,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 蚊子,,45,1600,9新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/6/17,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高达,,44.5,560,8新,配件鞋盒丢失,,售出,14880,#VALUE!,0.00 ,0.00%,2024/6/17,2024/9/27,,102.00 ,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 李维斯,,45,1213,95新,配件鞋盒丢失,,未上架,,#VALUE!,0.00 ,0.00%,2024/6/18,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
nb protection pack 海盐白,,41,600,9新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/6/19,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
打包链接,,45,6000,8新,配件鞋盒丢失,A400102,未售出,,#VALUE!,0.00 ,0.00%,2024/6/20,,,,,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 扣碎 1.0,,44,990,9新,鞋盒丢失,,售出,55614,#VALUE!,0.00 ,0.00%,2024/6/20,2024/7/15,,25.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,43,636,全新,配件齐全,,售出,15000,#VALUE!,0.00 ,0.00%,2024/6/22,2024/11/9,,140.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,42.5,636,全新,配件齐全,,售出,19065,#VALUE!,0.00 ,0.00%,2024/6/22,2024/7/14,,22.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,43,636,全新,配件齐全,,售出,19530,#VALUE!,0.00 ,0.00%,2024/6/22,2024/9/24,,94.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,44.5,636,全新,配件齐全,,售出,19660,#VALUE!,0.00 ,0.00%,2024/6/22,2024/11/29,,160.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,43,636,全新,配件齐全,,售出,19995,#VALUE!,0.00 ,0.00%,2024/6/22,2024/8/24,,63.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,44.5,636,全新,配件齐全,,售出,20358,#VALUE!,0.00 ,0.00%,2024/6/22,2024/10/28,,128.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,43,636,全新,配件齐全,,售出,20404,#VALUE!,0.00 ,0.00%,2024/6/22,2024/9/7,,77.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,42,636,全新,配件齐全,,售出,20460,#VALUE!,0.00 ,0.00%,2024/6/22,2024/7/14,,22.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,42.5,636,全新,配件齐全,,售出,20553,#VALUE!,0.00 ,0.00%,2024/6/22,2024/10/1,,101.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,44.5,636,全新,配件齐全,,售出,22320,#VALUE!,0.00 ,0.00%,2024/6/22,2024/7/14,,22.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
af1 慈善,,42,780,95新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/6/25,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj1 黑脚趾 13,,43,420,8新,配件鞋盒丢失,,售出,23250,#VALUE!,0.00 ,0.00%,2024/6/25,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 万圣节,,43,980,9新,配件齐全,,售出,33294,#VALUE!,0.00 ,0.00%,2024/6/25,2024/9/27,,94.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 小龙虾,,45,1340,95新,配件齐全,,售出,50034,#VALUE!,0.00 ,0.00%,2024/6/25,2024/8/20,,56.00 ,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
aj5 supreme 黑,,44.5,960,9新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/7/8,,,,闲鱼,,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 高帮钻石,,45,1280,9新,配件鞋盒丢失,（在库,售出,48360,#VALUE!,0.00 ,0.00%,2024/7/8,2024/12/21,,166.00 ,闲鱼,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 绿熊,,43,5500,全新,配件齐全,,未售出,,#VALUE!,0.00 ,0.00%,2024/7/10,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,42,636,全新,配件齐全,,售出,,#VALUE!,0.00 ,0.00%,2024/7/11,2024/8/19,,39.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
dunk sb 枫叶,,40,409,8新,配件鞋盒丢失,,未售出,,#VALUE!,0.00 ,0.00%,2024/7/11,,,,95分,,,邮寄,,,,,,,,,,,,,,,,,,,
nb 2002R GTX灰,,41,636,全新,配件齐全,,售出,20297,#VALUE!,0.00 ,0.00%,2024/7/11,2024/9/12,,63.00 ,95分,SNKRDUNK,,邮寄,,,,,,,,,,,,,,,,,,,
